Type,Genre,Sub-genre,Topic,Low level,mid level,high level,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Non-fiction,Tales and Myths,Mythology,Greek mythology: Pandora's Box and the release of evils into the world,3,5,7,,,,
Non-fiction,Tales and Myths,Mythology,African mythology: Anansi the Trickster and his tales,3,4,7,,,,
Non-fiction,Tales and Myths,Mythology,Mayan mythology: The Popol Vuh and the creation of the world,4,7,10,,,,
Non-fiction,Tales and Myths,Mythology,"Inuit mythology: Sedna, the sea goddess",4,6,9,,,,
Non-fiction,Tales and Myths,Mythology,Greek mythology: Hercules and his Twelve Labors,4,5,8,,,,
Non-fiction,Tales and Myths,Mythology,Irish mythology: Cú Chulainn and the Ulster Cycle,4,7,10,,,,
Non-fiction,Tales and Myths,Mythology,Hindu mythology: The story of Krishna and the Mahabharata,4,5,7,,,,
Non-fiction,Tales and Myths,Mythology,"Native American mythology: Coyote, the trickster figure",5,6,8,,,,
Non-fiction,Tales and Myths,Mythology,Greek mythology: Orpheus and his journey to the Underworld,5,6,9,,,,
Non-fiction,Tales and Myths,Mythology,"Egyptian mythology: Isis and Osiris, the story of resurrection",5,6,7,,,,
Non-fiction,Tales and Myths,Mythology,Finnish mythology: The Kalevala and the hero Väinämöinen,5,8,11,,,,
Non-fiction,Tales and Myths,Mythology,Aboriginal Dreamtime stories from Australia,5,8,11,,,,
Non-fiction,Tales and Myths,Mythology,Slavic mythology: The story of Baba Yaga,6,9,10,,,,
Non-fiction,Tales and Myths,Mythology,Greek mythology: The Odyssey and the adventures of Odysseus,6,8,11,,,,
Non-fiction,Tales and Myths,Mythology,Welsh mythology: The Mabinogion and the Four Branches,6,8,10,,,,
Non-fiction,Tales and Myths,Mythology,Polynesian mythology: Maui and his feats,6,9,12,,,,
Non-fiction,Tales and Myths,Mythology,Sumerian mythology: Enki and the creation of humans,6,7,8,,,,
Non-fiction,Tales and Myths,Mythology,Korean mythology: The story of Hwanung and Dangun,7,10,13,,,,
Non-fiction,Tales and Myths,Mythology,"Roman mythology: Romulus and Remus, the founders of Rome",7,8,10,,,,
Non-fiction,Tales and Myths,Mythology,Native American mythology: The Navajo creation story,7,9,11,,,,
Non-fiction,Tales and Myths,Mythology,"Hawaiian mythology: Pele, the goddess of fire and volcanoes",7,9,12,,,,
Non-fiction,Tales and Myths,Mythology,"Aztec mythology: Huitzilopochtli, the sun god",7,9,10,,,,
Non-fiction,Tales and Myths,Mythology,Persian mythology: The epic of Rostam and Sohrab,8,10,12,,,,
Non-fiction,Tales and Myths,Mythology,Greek mythology: Narcissus and Echo,8,11,14,,,,
Non-fiction,Tales and Myths,Mythology,Finnish mythology: Lemminkäinen and the Swan Maidens,8,11,14,,,,
Non-fiction,Tales and Myths,Mythology,Maori mythology: Maui and the creation of humans,8,11,12,,,,
Non-fiction,Tales and Myths,Mythology,"Slavic mythology: Veles and Perun, the gods of nature and thunder",8,9,10,,,,
Non-fiction,Tales and Myths,Mythology,Native American mythology: The story of the Great Flood,9,12,14,,,,
Non-fiction,Tales and Myths,Mythology,Roman mythology: Cupid and Psyche,9,12,13,,,,
Non-fiction,Tales and Myths,Mythology,Australian Aboriginal mythology: The Rainbow Serpent,9,11,14,,,,
Non-fiction,Tales and Myths,Mythology,Chinese mythology: The legend of the White Snake,9,11,14,,,,
Non-fiction,Tales and Myths,Mythology,Greek mythology: Arachne and the origin of spiders,9,10,11,,,,
Non-fiction,Tales and Myths,Mythology,Norse mythology: Freyja and her search for her husband,10,13,14,,,,
Non-fiction,Tales and Myths,Mythology,"Japanese mythology: Izanagi and Izanami, the creation of Japan",10,12,13,,,,
Non-fiction,Tales and Myths,Mythology,Hindu mythology: The churning of the Ocean of Milk and the creation of the world,10,13,14,,,,
Non-fiction,Tales and Myths,Mythology,Native American mythology: The legend of the Thunderbird,10,13,16,,,,
Non-fiction,Tales and Myths,Mythology,Egyptian mythology: Horus and the battle against Set,10,12,14,,,,
Non-fiction,Life and Skills,Occupations,Doctor,1,2,5,,,,
Non-fiction,Life and Skills,Occupations,Teacher,1,4,5,,,,
Non-fiction,Life and Skills,Occupations,Engineer,1,4,7,,,,
Non-fiction,Life and Skills,Occupations,Police officer,1,3,6,,,,
Non-fiction,Life and Skills,Occupations,Firefighter,1,4,7,,,,
Non-fiction,Life and Skills,Occupations,Nurse,2,5,6,,,,
Non-fiction,Life and Skills,Occupations,Lawyer,2,5,8,,,,
Non-fiction,Life and Skills,Occupations,Architect,2,5,8,,,,
Non-fiction,Life and Skills,Occupations,Scientist,2,4,5,,,,
Non-fiction,Life and Skills,Occupations,Chef,2,4,7,,,,
Non-fiction,Life and Skills,Occupations,Writer,3,6,7,,,,
Non-fiction,Life and Skills,Occupations,Artist,3,6,9,,,,
Non-fiction,Life and Skills,Occupations,Athlete,3,6,9,,,,
Non-fiction,Life and Skills,Occupations,Musician,3,6,9,,,,
Non-fiction,Life and Skills,Occupations,Actor,3,6,9,,,,
Non-fiction,Life and Skills,Occupations,Photographer,4,7,10,,,,
Non-fiction,Life and Skills,Occupations,Accountant,4,5,7,,,,
Non-fiction,Life and Skills,Occupations,Business owner,4,7,10,,,,
Non-fiction,Life and Skills,Occupations,Pilot,4,6,9,,,,
Non-fiction,Life and Skills,Occupations,Veterinarian,4,7,8,,,,
Non-fiction,Life and Skills,Occupations,Psychologist,5,8,10,,,,
Non-fiction,Life and Skills,Occupations,Social worker,5,7,10,,,,
Non-fiction,Life and Skills,Occupations,Journalist,5,7,9,,,,
Non-fiction,Life and Skills,Occupations,Financial analyst,5,7,9,,,,
Non-fiction,Life and Skills,Occupations,Software developer,5,8,10,,,,
Non-fiction,Life and Skills,Occupations,Farmer,6,9,12,,,,
Non-fiction,Life and Skills,Occupations,Dentist,6,8,11,,,,
Non-fiction,Life and Skills,Occupations,Entrepreneur,6,8,10,,,,
Non-fiction,Life and Skills,Occupations,Librarian,6,9,11,,,,
Non-fiction,Life and Skills,Occupations,Electrician,6,9,11,,,,
Non-fiction,Life and Skills,Occupations,Graphic designer,7,9,10,,,,
Non-fiction,Life and Skills,Occupations,Marketing manager,7,8,9,,,,
Non-fiction,Life and Skills,Occupations,Pharmacist,7,9,12,,,,
Non-fiction,Life and Skills,Occupations,Fashion designer,7,10,13,,,,
Non-fiction,Life and Skills,Occupations,Pilot,7,8,9,,,,
Non-fiction,Life and Skills,Occupations,Marine biologist,8,9,11,,,,
Non-fiction,Life and Skills,Occupations,Archaeologist,8,10,12,,,,
Non-fiction,Life and Skills,Occupations,Astronaut,8,10,12,,,,
Non-fiction,Life and Skills,Occupations,Interior designer,8,11,14,,,,
Non-fiction,Life and Skills,Occupations,Physical therapist,8,9,11,,,,
Non-fiction,Life and Skills,Occupations,Economist,9,10,11,,,,
Non-fiction,Life and Skills,Occupations,Historian,9,12,14,,,,
Non-fiction,Life and Skills,Occupations,Geologist,9,12,13,,,,
Non-fiction,Life and Skills,Occupations,Pilot,9,10,12,,,,
Non-fiction,Life and Skills,Occupations,Event planner,9,10,13,,,,
Non-fiction,Life and Skills,Occupations,Environmental scientist,10,11,12,,,,
Non-fiction,Life and Skills,Occupations,Interpreter/Translator,10,11,12,,,,
Non-fiction,Life and Skills,Occupations,Park ranger,10,11,12,,,,
Non-fiction,Life and Skills,Occupations,Geneticist,10,13,15,,,,
Non-fiction,Life and Skills,Occupations,Sommelier,10,13,14,,,,
Non-fiction,Media,Fictional Characters,Harry Potter (Harry Potter series),1,2,5,,,,
Non-fiction,Media,Fictional Characters,Sherlock Holmes (Sherlock Holmes series),1,3,6,,,,
Non-fiction,Media,Fictional Characters,Luke Skywalker (Star Wars franchise),1,3,5,,,,
Non-fiction,Media,Fictional Characters,Frodo Baggins (The Lord of the Rings),1,2,5,,,,
Non-fiction,Media,Fictional Characters,Hermione Granger (Harry Potter series),1,2,3,,,,
Non-fiction,Media,Fictional Characters,Batman (DC Comics),2,3,6,,,,
Non-fiction,Media,Fictional Characters,Spider-Man (Marvel Comics),2,5,8,,,,
Non-fiction,Media,Fictional Characters,Superman (DC Comics),2,4,7,,,,
Non-fiction,Media,Fictional Characters,James Bond (James Bond series),2,5,6,,,,
Non-fiction,Media,Fictional Characters,Katniss Everdeen (The Hunger Games),2,5,7,,,,
Non-fiction,Media,Fictional Characters,Captain Jack Sparrow (Pirates of the Caribbean),3,4,6,,,,
Non-fiction,Media,Fictional Characters,Gandalf (The Lord of the Rings),3,6,9,,,,
Non-fiction,Media,Fictional Characters,Elizabeth Bennet (Pride and Prejudice),3,5,7,,,,
Non-fiction,Media,Fictional Characters,Darth Vader (Star Wars franchise),3,6,9,,,,
Non-fiction,Media,Fictional Characters,Bilbo Baggins (The Hobbit),3,4,6,,,,
Non-fiction,Media,Fictional Characters,Wonder Woman (DC Comics),4,7,8,,,,
Non-fiction,Media,Fictional Characters,Atticus Finch (To Kill a Mockingbird),4,6,8,,,,
Non-fiction,Media,Fictional Characters,Jay Gatsby (The Great Gatsby),4,6,7,,,,
Non-fiction,Media,Fictional Characters,Frodo Baggins (The Hobbit),4,7,9,,,,
Non-fiction,Media,Fictional Characters,Aragorn (The Lord of the Rings),4,7,9,,,,
Non-fiction,Media,Fictional Characters,Hermione Granger (Harry Potter series),5,6,7,,,,
Non-fiction,Media,Fictional Characters,Sherlock Holmes (Sherlock Holmes series),5,8,10,,,,
Non-fiction,Media,Fictional Characters,Mr. Darcy (Pride and Prejudice),5,8,9,,,,
Non-fiction,Media,Fictional Characters,Jane Eyre (Jane Eyre),5,8,11,,,,
Non-fiction,Media,Fictional Characters,Holden Caulfield (The Catcher in the Rye),5,8,11,,,,
Non-fiction,Media,Fictional Characters,Scout Finch (To Kill a Mockingbird),6,7,10,,,,
Non-fiction,Media,Fictional Characters,Dracula (Dracula),6,8,10,,,,
Non-fiction,Media,Fictional Characters,Alice (Alice's Adventures in Wonderland),6,8,11,,,,
Non-fiction,Media,Fictional Characters,Hamlet (Hamlet),6,8,9,,,,
Non-fiction,Media,Fictional Characters,Jay Gatsby (The Great Gatsby),6,9,12,,,,
Non-fiction,Media,Fictional Characters,Katniss Everdeen (The Hunger Games),7,9,12,,,,
Non-fiction,Media,Fictional Characters,Captain Ahab (Moby-Dick),7,10,12,,,,
Non-fiction,Media,Fictional Characters,Elizabeth Bennet (Pride and Prejudice),7,9,12,,,,
Non-fiction,Media,Fictional Characters,Gandalf (The Hobbit),7,8,11,,,,
Non-fiction,Media,Fictional Characters,Scarlett O'Hara (Gone with the Wind),7,8,11,,,,
Non-fiction,Media,Fictional Characters,Hermione Granger (Harry Potter series),8,11,12,,,,
Non-fiction,Media,Fictional Characters,Frodo Baggins (The Lord of the Rings),8,11,13,,,,
Non-fiction,Media,Fictional Characters,Sherlock Holmes (Sherlock Holmes series),8,10,12,,,,
Non-fiction,Media,Fictional Characters,Atticus Finch (To Kill a Mockingbird),8,11,12,,,,
Non-fiction,Media,Fictional Characters,Jay Gatsby (The Great Gatsby),8,10,11,,,,
Non-fiction,Media,Fictional Characters,Mr. Darcy (Pride and Prejudice),9,12,13,,,,
Non-fiction,Media,Fictional Characters,Harry Potter (Harry Potter series),9,12,15,,,,
Non-fiction,Media,Fictional Characters,Luke Skywalker (Star Wars franchise),9,11,14,,,,
Non-fiction,Media,Fictional Characters,Batman (DC Comics),9,10,13,,,,
Non-fiction,Media,Fictional Characters,Spider-Man (Marvel Comics),9,12,14,,,,
Non-fiction,Media,Fictional Characters,Superman (DC Comics),10,13,14,,,,
Non-fiction,Media,Fictional Characters,Katniss Everdeen (The Hunger Games),10,11,13,,,,
Non-fiction,Media,Fictional Characters,James Bond (James Bond series),10,13,14,,,,
Non-fiction,Media,Fictional Characters,Captain Jack Sparrow (Pirates of the Caribbean),10,11,12,,,,
Non-fiction,Media,Fictional Characters,Darth Vader (Star Wars franchise),10,11,12,,,,
Non-fiction,Media,World Literature,"""Romeo and Juliet"" by William Shakespeare",1,2,4,,,,
Non-fiction,Media,World Literature,"""Pride and Prejudice"" by Jane Austen",1,2,4,,,,
Non-fiction,Media,World Literature,"""To Kill a Mockingbird"" by Harper Lee",1,4,5,,,,
Non-fiction,Media,World Literature,"""The Great Gatsby"" by F. Scott Fitzgerald",1,2,3,,,,
Non-fiction,Media,World Literature,"""1984"" by George Orwell",1,4,7,,,,
Non-fiction,Media,World Literature,"""The Odyssey"" by Homer",2,3,6,,,,
Non-fiction,Media,World Literature,"""Moby-Dick"" by Herman Melville",2,3,6,,,,
Non-fiction,Media,World Literature,"""The Catcher in the Rye"" by J.D. Salinger",2,5,6,,,,
Non-fiction,Media,World Literature,"""The Lord of the Rings"" by J.R.R. Tolkien",2,5,7,,,,
Non-fiction,Media,World Literature,"""One Hundred Years of Solitude"" by Gabriel Garcia Marquez",2,4,6,,,,
Non-fiction,Media,World Literature,"""Don Quixote"" by Miguel de Cervantes Saavedra",3,5,7,,,,
Non-fiction,Media,World Literature,"""Crime and Punishment"" by Fyodor Dostoevsky",3,6,8,,,,
Non-fiction,Media,World Literature,"""The Divine Comedy"" by Dante Alighieri",3,4,7,,,,
Non-fiction,Media,World Literature,"""War and Peace"" by Leo Tolstoy",3,4,7,,,,
Non-fiction,Media,World Literature,"""Frankenstein"" by Mary Shelley",3,6,9,,,,
Non-fiction,Media,World Literature,"""The Iliad"" by Homer",4,6,8,,,,
Non-fiction,Media,World Literature,"""Brave New World"" by Aldous Huxley",4,6,9,,,,
Non-fiction,Media,World Literature,"""The Canterbury Tales"" by Geoffrey Chaucer",4,5,8,,,,
Non-fiction,Media,World Literature,"""The Adventures of Huckleberry Finn"" by Mark Twain",4,6,9,,,,
Non-fiction,Media,World Literature,"""The Brothers Karamazov"" by Fyodor Dostoevsky",4,6,8,,,,
Non-fiction,Media,World Literature,"""Anna Karenina"" by Leo Tolstoy",5,6,8,,,,
Non-fiction,Media,World Literature,"""The Picture of Dorian Gray"" by Oscar Wilde",5,8,9,,,,
Non-fiction,Media,World Literature,"""A Tale of Two Cities"" by Charles Dickens",5,6,9,,,,
Non-fiction,Media,World Literature,"""The Count of Monte Cristo"" by Alexandre Dumas",5,7,8,,,,
Non-fiction,Media,World Literature,"""The Kite Runner"" by Khaled Hosseini",5,8,9,,,,
Non-fiction,Media,World Literature,"""The Alchemist"" by Paulo Coelho",6,9,10,,,,
Non-fiction,Media,World Literature,"""The Metamorphosis"" by Franz Kafka",6,7,9,,,,
Non-fiction,Media,World Literature,"""The Scarlet Letter"" by Nathaniel Hawthorne",6,8,10,,,,
Non-fiction,Media,World Literature,"""Wuthering Heights"" by Emily Bronte",6,9,10,,,,
Non-fiction,Media,World Literature,"""The Grapes of Wrath"" by John Steinbeck",6,7,9,,,,
Non-fiction,Media,World Literature,"""Les Misérables"" by Victor Hugo",7,10,11,,,,
Non-fiction,Media,World Literature,"""The Little Prince"" by Antoine de Saint-Exupéry",7,10,13,,,,
Non-fiction,Media,World Literature,"""Heart of Darkness"" by Joseph Conrad",7,10,11,,,,
Non-fiction,Media,World Literature,"""Siddhartha"" by Hermann Hesse",7,10,12,,,,
Non-fiction,Media,World Literature,"""The Old Man and the Sea"" by Ernest Hemingway",7,10,11,,,,
Non-fiction,Media,World Literature,"""Beloved"" by Toni Morrison",8,11,13,,,,
Non-fiction,Media,World Literature,"""The Stranger"" by Albert Camus",8,9,11,,,,
Non-fiction,Media,World Literature,"""The Hunchback of Notre-Dame"" by Victor Hugo",8,11,14,,,,
Non-fiction,Media,World Literature,"""Catch-22"" by Joseph Heller",8,9,12,,,,
Non-fiction,Media,World Literature,"""The Trial"" by Franz Kafka",8,9,12,,,,
Non-fiction,Media,World Literature,"""The Brothers Grimm Fairy Tales"" by Jacob and Wilhelm Grimm",9,12,14,,,,
Non-fiction,Media,World Literature,"""The Diary of a Young Girl"" by Anne Frank",9,12,13,,,,
Non-fiction,Media,World Literature,"""Doctor Zhivago"" by Boris Pasternak",9,12,15,,,,
Non-fiction,Media,World Literature,"""The Name of the Rose"" by Umberto Eco",9,12,13,,,,
Non-fiction,Media,World Literature,"""The Sound and the Fury"" by William Faulkner",9,12,15,,,,
Non-fiction,Media,World Literature,"""The Unbearable Lightness of Being"" by Milan Kundera",10,11,12,,,,
Non-fiction,Media,World Literature,"""The Arabian Nights"" (One Thousand and One Nights)",10,13,14,,,,
Non-fiction,Media,World Literature,"""The Aeneid"" by Virgil",10,12,13,,,,
Non-fiction,Media,World Literature,"""Paradise Lost"" by John Milton",10,11,14,,,,
Non-fiction,Media,World Literature,"""The Stranger"" by Albert Camus",10,12,14,,,,
Non-fiction,Science and technology,Freshwater organisms,Goldfish,1,2,4,,,,
Non-fiction,Science and technology,Freshwater organisms,Trout,1,3,6,,,,
Non-fiction,Science and technology,Freshwater organisms,Bass,1,3,5,,,,
Non-fiction,Science and technology,Freshwater organisms,Catfish,1,3,5,,,,
Non-fiction,Science and technology,Freshwater organisms,Salmon,1,2,5,,,,
Non-fiction,Science and technology,Freshwater organisms,Tilapia,2,5,8,,,,
Non-fiction,Science and technology,Freshwater organisms,Pike,2,5,6,,,,
Non-fiction,Science and technology,Freshwater organisms,Carp,2,4,6,,,,
Non-fiction,Science and technology,Freshwater organisms,Crayfish,2,3,4,,,,
Non-fiction,Science and technology,Freshwater organisms,Frogs,2,3,4,,,,
Non-fiction,Science and technology,Freshwater organisms,Turtles,3,4,5,,,,
Non-fiction,Science and technology,Freshwater organisms,Ducks,3,6,9,,,,
Non-fiction,Science and technology,Freshwater organisms,Water lilies,3,6,8,,,,
Non-fiction,Science and technology,Freshwater organisms,Dragonflies,3,4,7,,,,
Non-fiction,Science and technology,Freshwater organisms,Water striders,3,5,7,,,,
Non-fiction,Science and technology,Freshwater organisms,Snails,4,5,6,,,,
Non-fiction,Science and technology,Freshwater organisms,Shrimp,4,6,7,,,,
Non-fiction,Science and technology,Freshwater organisms,Mussels,4,7,10,,,,
Non-fiction,Science and technology,Freshwater organisms,Freshwater clams,4,5,6,,,,
Non-fiction,Science and technology,Freshwater organisms,Caddisflies,4,6,7,,,,
Non-fiction,Science and technology,Freshwater organisms,Mayflies,5,6,8,,,,
Non-fiction,Science and technology,Freshwater organisms,Water fleas (Daphnia),5,6,8,,,,
Non-fiction,Science and technology,Freshwater organisms,Mosquito larvae,5,8,9,,,,
Non-fiction,Science and technology,Freshwater organisms,Water boatmen,5,7,9,,,,
Non-fiction,Science and technology,Freshwater organisms,Freshwater sponges,5,8,11,,,,
Non-fiction,Science and technology,Freshwater organisms,Freshwater jellyfish,6,8,9,,,,
Non-fiction,Science and technology,Freshwater organisms,Water snakes,6,9,11,,,,
Non-fiction,Science and technology,Freshwater organisms,Otters,6,7,9,,,,
Non-fiction,Science and technology,Freshwater organisms,Beavers,6,7,10,,,,
Non-fiction,Science and technology,Freshwater organisms,Muskrats,6,9,10,,,,
Non-fiction,Science and technology,Freshwater organisms,Freshwater crabs,7,9,11,,,,
